BL_ID,Colony,Burrow,Date,Time,Media,Background,GPS,Visibility,Comment,PhotoID,Prey,Count,Confidence,BillHeight_pix,Headbill_pix,HeadLength_pix,TailLength_pix,Measure_comment
DR16_2024-07-22_15:01:00,DR,DR16,2024-07-22,15:01,Photo,N,N,Full,Adults leaves and returns at 15:03,07220850.jpg,Gadid,2,100,314,,,430,
DR16_2024-07-22_15:01:00,DR,DR16,2024-07-22,15:01,Photo,N,N,Full,Adults leaves and returns at 15:03,07220850.jpg,Gadid,2,100,314,,,340,
DR16_2024-07-23_08:37:00,DR,DR16,2024-07-23,08:37,Photo,N,N,Full,Adult might have eaten bill load,07230010.jpg,Sandlance,1,100,515,,,817,
DR16_2024-07-23_08:37:00,DR,DR16,2024-07-23,08:37,Photo,N,N,Full,Adult might have eaten bill load,07230010.jpg,Sandlance,1,100,515,,,651,
DR16_2024-07-23_10:34:00,DR,DR16,2024-07-23,10:34,Photo,N,N,Full,,07230124.jpg,Gadid,5,50,535,,,623,
DR16_2024-07-23_15:24:00,DR,DR16,2024-07-23,15:24,Photo,N,N,Full,,0730361.jpg,Gadid,6,75,520,,,742,
DR16_2024-07-23_16:04:00,DR,DR16,2024-07-23,16:04,Photo,N,N,Full,,07230370.jpg,Gadid,1,100,413,,,600,
DR16_2024-07-23_16:04:00,DR,DR16,2024-07-23,16:04,Photo,N,N,Full,,07230370.jpg,Gadid,1,100,413,,,640,
DR16_2024-07-23_16:04:00,DR,DR16,2024-07-23,16:04,Photo,N,N,Full,,07230370.jpg,Gadid,1,100,413,,170,,
DR16_2024-07-23_16:04:00,DR,DR16,2024-07-23,16:04,Photo,N,N,Full,,07230370.jpg,Gadid,3,100,413,,,470,Proofed—1 UnknownFish added to Gadid count
DR16_2024-07-23_20:15:00,DR,DR16,2024-07-23,20:15,Photo,N,N,Full,,07230457.jpg,Herring0,3,50,388,,75,,
DR16_2024-07-24_05:03:00,DR,DR16,2024-07-24,05:03,Photo,N,N,Full,,07240733.jpg,UnknownFish,5,NA,X,X,,,
DR16_2024-07-24_05:59:00,DR,DR16,2024-07-24,05:59,Photo,N,N,Full,,07240751.jpg,Sandlance,1,50,555,,,700,
DR16_2024-07-24_05:59:00,DR,DR16,2024-07-24,05:59,Photo,N,N,Full,,07240751.jpg,Sandlance,1,50,555,,,795,
DR16_2024-07-24_05:59:00,DR,DR16,2024-07-24,05:59,Photo,N,N,Full,,07240751.jpg,UnknownFish,4,NA,555,,,686,
DR16_2024-07-24_07:20:00,DR,DR16,2024-07-24,07:20,Photo,N,N,Full,,07240775.jpg,Gadid,5,100,322,,,472,
DR16_2024-07-24_08:31:00,DR,DR16,2024-07-24,08:31,Photo,N,N,Partial,,07240907.jpg,UnknownFish,4,NA,555,,,557,Proofed—added measurement
DR16_2024-07-24_12:11:00,DR,DR16,2024-07-24,12:11,Video,N,N,Full,,07240696.mov,Sandlance,2,50,218,,,206,
DR16_2024-07-24_12:11:00,DR,DR16,2024-07-24,12:11,Video,N,N,Full,,07240696.mov,Herring0,2,50,218,,,111,
DR16_2024-07-24_12:11:00,DR,DR16,2024-07-24,12:11,Video,N,N,Full,,07240696.mov,Prowfish,1,75,218,,,207,
DR16_2024-07-24_17:44:00,DR,DR16,2024-07-24,17:44,Photo,N,N,Partial,,07240869.jpg,Gadid,3,50,574,,,720,Proofed—UnknownFish to Gadid
DR16_2024-07-25_08:52:00,DR,DR16,2024-07-25,08:52,Photo,N,N,Full,,07250065.jpg,Gadid,4,75,452,,,700,
DR16_2024-07-27_06:35:00,DR,DR16,2024-07-27,06:35,Photo,N,N,Full,,07270076.jpg,Gadid,3,100,,1398,,770,
DR16_2024-07-27_08:29:00,DR,DR16,2024-07-27,08:29,Photo,N,N,Full,,07270464.jpg,Capelin,1,100,479,,,1014,
DR16_2024-07-27_08:29:00,DR,DR16,2024-07-27,08:29,Photo,N,N,Full,,07270464.jpg,Gadid,3,100,479,,,655,Proofed—UnknownFish to Gadid
DR16_2024-07-27_08:29:00,DR,DR16,2024-07-27,08:29,Photo,N,N,Full,,07270464.jpg,Gadid,1,NA,479,,,819,Proofed—UnknownFish to Gadid
DR16_2024-07-27_09:53:00,DR,DR16,2024-07-27,09:53,Photo,X,N,Full,Maybe background burrow,07270799.jpg,Prowfish,1,50,,,X,X,Proofed—UnknownFish to Prowfish
DR16_2024-07-27_12:52:00,DR,DR16,2024-07-27,12:52,Photo,N,N,Full,,07270073.jpg,Gadid,2,50,613,,,564,Proofed—UnknownFish to Gadid
DR16_2024-07-27_16:24:00,DR,DR16,2024-07-27,16:24,Photo,N,N,Full,Both adults with bill loads (L),07270091.jpg,Gadid,4,100,401,,,418,
DR16_2024-07-27_16:24:00,DR,DR16,2024-07-27,16:24,Photo,N,N,Full,Both adults with bill loads (L),07270091.jpg,Squid,1,50,401,,279,,
DR16_2024-07-27_16:24:00_1,DR,DR16,2024-07-27,16:24,Photo,N,N,Full,Both adults with bill loads (R),07270091.jpg,Gadid,4,100,559,,,865,
DR16_2024-07-27_18:55:00,DR,DR16,2024-07-27,18:55,Photo,N,N,Full,,07270106.jpg,Sandlance,2,75,580,,226,,
DR16_2024-07-27_18:55:00,DR,DR16,2024-07-27,18:55,Photo,N,N,Full,,07270106.jpg,Gadid,1,75,580,,271,,
DR16_2024-07-28_13:13:00,DR,DR16,2024-07-28,13:13,Photo,N,N,Full,,07280135.jpg,Unknown,1,NA,,,X,X,
DR16_2024-07-28_14:31:00,DR,DR16,2024-07-28,14:31,Photo,N,N,Full,,07280282.jpg,Gadid,3,100,613,,,662,
DR16_2024-07-28_14:31:00,DR,DR16,2024-07-28,14:31,Photo,N,N,Full,,07280282.jpg,Gadid,1,100,613,,,930,
DR16_2024-07-31_18:49:00,DR,DR16,2024-07-31,18:49,Photo,N,N,Partial,,07310148.jpg,Herring0,4,50,555,,128,,
DR16_2024-07-31_18:49:00,DR,DR16,2024-07-31,18:49,Photo,N,N,Partial,,07310148.jpg,Prowfish,1,75,555,,219,,Proofed—UnknownFish to Prowfish
DR16_2024-08-01_05:28:00,DR,DR16,2024-08-01,05:28,Photo,N,N,Full,,08010517.jpg,Gadid,1,50,528,,,787,
DR16_2024-08-01_06:37:00,DR,DR16,2024-08-01,06:37,Photo,N,N,Partial,,08010652.jpg,Gadid,5,50,657,,253,,
DR16_2024-08-02_09:01:00,DR,DR16,2024-08-02,09:01,Photo,N,N,Full,Adult leaves and returns at 9:10,08020011.jpg,Gadid,4,100,,1006,,666,
DR16_2024-08-02_18:07:00,DR,DR16,2024-08-02,18:07,Photo,N,N,Full,,08020797.jpg,Gadid,2,100,423,,,542,
DR16_2024-08-02_18:07:00,DR,DR16,2024-08-02,18:07,Photo,N,N,Full,,08020797.jpg,Gadid,3,100,423,,,474,
DR16_2024-08-03_06:17:00,DR,DR16,2024-08-03,06:17,Photo,N,N,Full,,08030053.jpg,Gadid,2,75,482,,,595,
DR16_2024-08-03_06:17:00,DR,DR16,2024-08-03,06:17,Photo,N,N,Full,,08030053.jpg,Gadid,2,75,482,,,387,
DR16_2024-08-03_06:30:00,DR,DR16,2024-08-03,06:30,Photo,N,Y,Full,,08030092.jpg,Capelin,1,100,,1415,,1051,
DR16_2024-08-03_06:30:00,DR,DR16,2024-08-03,06:30,Photo,N,Y,Full,,08030092.jpg,Gadid,2,100,,1415,,892,
DR16_2024-08-03_06:30:00,DR,DR16,2024-08-03,06:30,Photo,N,Y,Full,,08030092.jpg,Herring0,1,75,,1415,,680,
DR16_2024-08-03_08:00:00,DR,DR16,2024-08-03,08:00,Photo,N,Y,Full,,08030478.jpg,Herring0,4,100,533,,,587,
DR16_2024-08-03_10:32:00,DR,DR16,2024-08-03,10:32,Photo,N,Y,Full,,08030961.jpg,Gadid,3,75,566,,,586,
DR16_2024-08-03_10:32:00,DR,DR16,2024-08-03,10:32,Photo,N,Y,Full,,08030961.jpg,Sandlance,2,50,566,,,690,
DR16_2024-08-03_11:45:00,DR,DR16,2024-08-03,11:45,Photo,N,Y,Partial,,08030235.jpg,Sandlance,1,50,X,X,,,
DR16_2024-08-03_15:52:00,DR,DR16,2024-08-03,15:52,Video,N,Y,Full,,08030885.mov,Gadid,3,50,176,,,299,
DR16_2024-08-03_18:46:00,DR,DR16,2024-08-03,18:46,Video,N,Y,Full,,08030351.mov,Herring0,4,75,258,,,152,
DR16_2024-08-03_18:46:00,DR,DR16,2024-08-03,18:46,Video,N,Y,Full,,08030351.mov,Sandlance,4,100,258,,,251,
DR16_2024-08-03_19:11:00,DR,DR16,2024-08-03,19:11,Photo,N,N,Full,,08030358.jpg,Gadid,3,100,414,,,664,
DR16_2024-08-03_19:11:00,DR,DR16,2024-08-03,19:11,Photo,N,N,Full,,08030358.jpg,Gadid,2,100,414,,,559,
DR16_2024-08-03_19:35:00,DR,DR16,2024-08-03,19:35,Photo,N,Y,Full,,08030406.jpg,Sandlance,1,100,358,,,458,
DR16_2024-08-03_19:35:00,DR,DR16,2024-08-03,19:35,Photo,N,Y,Full,,08030406.jpg,Sandlance,1,100,358,,,518,
DR16_2024-08-03_19:35:00,DR,DR16,2024-08-03,19:35,Photo,N,Y,Full,,08030406.jpg,Sandlance,1,100,358,,,354,Proofed—1 UnknownFish added to Sandlance count
DR16_2024-08-04_05:41:00,DR,DR16,2024-08-04,05:41,Photo,N,Y,Full,,08040499.jpg,Herring0,4,75,608,,,498,Proofed—3 Unknown added to Herring0 count
DR16_2024-08-04_06:17:00,DR,DR16,2024-08-04,06:17,Photo,N,Y,Full,,08040517.jpg,Gadid,2,50,X,X,,,
DR16_2024-08-04_07:06:00,DR,DR16,2024-08-04,07:06,Photo,N,Y,Full,,08040646.jpg,Sandlance,3,50,585,,,760,
DR16_2024-08-04_12:31:00,DR,DR16,2024-08-04,12:31,Photo,N,N,Full,,08040461.jpg,Gadid,4,75,538,,211,,
DR16_2024-08-04_13:30:00,DR,DR16,2024-08-04,13:30,Photo,N,N,Full,,08040475.jpg,Gadid,4,50,538,,,742,
DR16_2024-08-04_13:30:00,DR,DR16,2024-08-04,13:30,Photo,N,N,Full,,08040475.jpg,Sandlance,1,50,538,,,932,
DR16_2024-08-04_20:34:00,DR,DR16,2024-08-04,20:34,Photo,N,N,Full,,08040053.jpg,Gadid,1,50,669,,351,,Proofed—1 UnknownFish added to Gadid count
DR16_2024-08-04_20:34:00,DR,DR16,2024-08-04,20:34,Photo,N,N,Full,,08040053.jpg,Gadid,2,50,669,,,826,
DR16_2024-08-05_08:03:00,DR,DR16,2024-08-05,08:03,Photo,N,Y,Full,,08050601.jpg,Sandlance,2,75,466,,172,,
DR16_2024-08-05_08:03:00,DR,DR16,2024-08-05,08:03,Photo,N,Y,Full,,08050601.jpg,Gadid,2,50,466,,,582,
DR16_2024-08-05_21:00:00,DR,DR16,2024-08-05,21:00,Photo,N,Y,Full,,08050656.jpg,Herring0,3,75,415,,,559,
DR16_2024-08-09_18:56:00,DR,DR16,2024-08-09,18:56,Photo,N,Y,Full,Wrong time 01-01-22 02:36,01010007.JPG,Gadid,4,100,642,,235,858,Proofed—adjusted measurements (estimated because part of bill offscreen)
DR16_2024-08-09_18:56:00,DR,DR16,2024-08-09,18:56,Photo,N,Y,Full,Wrong time 01-01-22 02:36,01010007.JPG,Gadid,1,100,642,,,986,Proofed—adjusted measurements (estimated because part of bill offscreen)
DR16_2024-08-09_19:58:00,DR,DR16,2024-08-09,19:58,Photo,N,Y,Full,Wrong time 01-01-22 03:38,01010016.JPG,Gadid,5,100,556,,266,1090,Proofed—adjusted measurements (estimated because part of bill offscreen)
DR16_2024-08-09_21:24:00,DR,DR16,2024-08-09,21:24,Photo,N,Y,Full,Wrong time 01-01-22 05:04,01010044.JPG,Gadid,3,100,712,,,981,
DR16_2024-08-09_21:24:00,DR,DR16,2024-08-09,21:24,Photo,N,Y,Full,Wrong time 01-01-22 05:04,01010044.JPG,Gadid,1,100,712,,,1040,
DR16_2024-08-09_21:24:00,DR,DR16,2024-08-09,21:24,Photo,N,Y,Full,Wrong time 01-01-22 05:04,01010044.JPG,Gadid,1,100,712,,,2387,
DR16_2024-08-10_06:01:00,DR,DR16,2024-08-10,06:01,Photo,N,Y,Full,Wrong time 01-01-22 13:41,01010061.JPG,Herring0,4,100,221,,,314,
DR16_2024-08-10_06:16:00,DR,DR16,2024-08-10,06:16,Photo,N,Y,Full,Wrong time 01-01-22 13:56,01010076.JPG,Herring0,4,100,246,,,207,
DR16_2024-08-10_06:38:00,DR,DR16,2024-08-10,06:38,Photo,N,N,Full,Wrong time 01-01-22 14:18,01010109.JPG,Gadid,1,100,472,,,898,
DR16_2024-08-10_06:38:00,DR,DR16,2024-08-10,06:38,Photo,N,N,Full,Wrong time 01-01-22 14:18,01010109.JPG,Sandlance,1,100,472,,,1619,Proofed—adjusted tail length (estimated because part offscreen)
DR16_2024-08-10_08:04:00,DR,DR16,2024-08-10,08:04,Photo,N,Y,Full,Wrong time 01-01-22 15:44,01010289.jpg,Gadid,3,100,401,,,733,
DR16_2024-08-10_08:04:00,DR,DR16,2024-08-10,08:04,Photo,N,Y,Full,Wrong time 01-01-22 15:44,01010289.jpg,Gadid,1,100,401,,286,,
DR16_2024-08-10_08:04:00,DR,DR16,2024-08-10,08:04,Photo,N,Y,Full,Wrong time 01-01-22 15:44,01010289.jpg,Gadid,3,100,401,,,479,
DR16_2024-08-10_12:43:00,DR,DR16,2024-08-10,12:43,Photo,N,Y,Full,Wrong time 01-01-22 20:23,01010023.JPG,Sandlance,5,75,434,,,606,
DR16_2024-08-10_16:12:00,DR,DR16,2024-08-10,16:12,Photo,N,Y,Full,Wrong time 01-01-22 23:52,01010775.jpg,Gadid,4,75,403,,,684,
DR16_2024-08-10_17:44:00,DR,DR16,2024-08-10,17:44,Photo,N,N,Full,Wrong time 01-02-22 01:24,01020097.jpg,Gadid,1,100,542,,,726,
DR16_2024-08-10_17:44:00,DR,DR16,2024-08-10,17:44,Photo,N,N,Full,Wrong time 01-02-22 01:24,01020097.jpg,Gadid,1,100,542,,,661,
DR16_2024-08-10_17:44:00,DR,DR16,2024-08-10,17:44,Photo,N,N,Full,Wrong time 01-02-22 01:24,01020097.jpg,Gadid,1,100,542,,,750,
DR16_2024-08-10_17:44:00,DR,DR16,2024-08-10,17:44,Photo,N,N,Full,Wrong time 01-02-22 01:24,01020097.jpg,Gadid,1,100,542,,199,,
DR16_2024-08-11_06:32:00,DR,DR16,2024-08-11,06:32,Photo,N,Y,Full,Wrong time 01-02-22 14:12,01020625.jpg,UnknownFish,2,NA,437,,289,,
DR16_2024-08-11_10:59:00,DR,DR16,2024-08-11,10:59,Photo,N,N,Full,Wrong time 01-02-22 18:39,01020862.jpg,Gadid,3,100,501,,,858,
DR16_2024-08-11_10:59:00,DR,DR16,2024-08-11,10:59,Photo,N,N,Full,Wrong time 01-02-22 18:39,01020862.jpg,Herring0,3,50,501,,,474,Proofed—1 Unknown added to Herring0 count
DR16_2024-08-11_14:48:00,DR,DR16,2024-08-11,14:48,Photo,N,N,Full,Wrong time 01-02-22 22:28,01020175.jpg,Gadid,2,100,590,,,774,
DR16_2024-08-11_14:48:00,DR,DR16,2024-08-11,14:48,Photo,N,N,Full,Wrong time 01-02-22 22:28,01020175.jpg,Gadid,1,100,590,,,691,
DR16_2024-08-11_14:48:00,DR,DR16,2024-08-11,14:48,Photo,N,N,Full,Wrong time 01-02-22 22:28,01020175.jpg,Gadid,3,100,590,,,578,
DR16_2024-08-11_16:08:00,DR,DR16,2024-08-11,16:08,Photo,N,Y,Full,Wrong time 01-02-22 23:48,01020250.jpg,Unknown,1,NA,,,X,X,
DR16_2024-08-11_16:08:00,DR,DR16,2024-08-11,16:08,Photo,N,Y,Full,Wrong time 01-02-22 23:48,01020250.jpg,Herring0,3,50,579,,,487,
DR16_2024-08-11_16:08:00,DR,DR16,2024-08-11,16:08,Photo,N,Y,Full,Wrong time 01-02-22 23:48,01020250.jpg,Sandlance,2,50,579,,,765,Proofed—UnknownFish to Sandlance
DR16_2024-08-11_18:52:00,DR,DR16,2024-08-11,18:52,Photo,N,N,Partial,Wrong time 01-03-22 02:32,01030280.JPG,Gadid,3,100,638,,,898,
DR16_2024-08-12_05:57:00,DR,DR16,2024-08-12,05:57,Photo,N,Y,Partial,Wrong time 01-03-22 13:37,01030376.JPG,Herring0,2,50,X,X,,,Proofed—UnknownFish to Herring0
DR16_2024-08-12_16:06:00,DR,DR16,2024-08-12,16:06,Photo,N,N,Full,Wrong time 01-03-22 23:46,01030002.jpg,Gadid,1,100,390,,,301,
DR16_2024-08-12_16:06:00,DR,DR16,2024-08-12,16:06,Photo,N,N,Full,Wrong time 01-03-22 23:46,01030002.jpg,Gadid,1,100,390,,,547,
DR16_2024-08-12_16:06:00,DR,DR16,2024-08-12,16:06,Photo,N,N,Full,Wrong time 01-03-22 23:46,01030002.jpg,Gadid,1,100,390,,,383,
DR16_2024-08-12_16:06:00,DR,DR16,2024-08-12,16:06,Photo,N,N,Full,Wrong time 01-03-22 23:46,01030002.jpg,Gadid,1,100,390,,169,,
DR16_2024-08-12_19:14:00,DR,DR16,2024-08-12,19:14,Photo,N,N,Full,Wrong time 01-04-22 02:54,01040016.jpg,Gadid,2,100,445,,,649,
DR16_2024-08-12_19:14:00,DR,DR16,2024-08-12,19:14,Photo,N,N,Full,Wrong time 01-04-22 02:54,01040016.jpg,Gadid,2,100,445,,,614,
DR16_2024-08-12_19:14:00,DR,DR16,2024-08-12,19:14,Photo,N,N,Full,Wrong time 01-04-22 02:54,01040016.jpg,Gadid,1,100,445,,,724,
DR16_2024-08-13_07:11:00,DR,DR16,2024-08-13,07:11,Photo,N,Y,Partial,Wrong time 01-04-22 14:51,01040226.jpg,Herring0,3,50,X,X,,,Proofed—UnknownFish to Herring0
DR16_2024-08-13_08:33:00,DR,DR16,2024-08-13,08:33,Photo,N,X,Partial,Wrong time 01-04-22 16:13,01040544.jpg,Unknown,1,NA,X,X,,,
DR16_2024-08-13_08:33:00,DR,DR16,2024-08-13,08:33,Photo,N,X,Partial,Wrong time 01-04-22 16:13,01040544.jpg,UnknownFish,1,NA,X,X,,,
DR16_2024-08-13_13:10:00,DR,DR16,2024-08-13,13:10,Photo,N,Y,Full,Wrong time 01-04-22 20:50,01040109.jpg,Gadid,6,100,530,,,597,
DR16_2024-08-13_18:13:00,DR,DR16,2024-08-13,18:13,Photo,N,N,Full,Wrong time 01-05-22 01:53,01050262.jpg,Prowfish,1,100,575,,,1398,
DR16_2024-08-14_07:54:00,DR,DR16,2024-08-14,07:54,Photo,N,N,Full,Wrong time 01-05-22 15:34,01050938.jpg,Capelin,1,50,645,,,702,
DR16_2024-08-14_07:54:00,DR,DR16,2024-08-14,07:54,Photo,N,N,Full,Wrong time 01-05-22 15:34,01050938.jpg,Capelin,1,50,645,,,854,
DR16_2024-08-14_07:54:00,DR,DR16,2024-08-14,07:54,Photo,N,N,Full,Wrong time 01-05-22 15:34,01050938.jpg,Herring0,3,50,645,,,474,
DR16_2024-08-14_08:35:00,DR,DR16,2024-08-14,08:35,Photo,N,X,Full,Wrong time 01-05-22 16:15,01050112.jpg,Squid,1,50,364,,,775,
DR16_2024-08-14_08:35:00,DR,DR16,2024-08-14,08:35,Photo,N,X,Full,Wrong time 01-05-22 16:15,01050112.jpg,Sandlance,1,50,364,,,824,
DR16_2024-08-14_08:35:00,DR,DR16,2024-08-14,08:35,Photo,N,X,Full,Wrong time 01-05-22 16:15,01050112.jpg,Unknown,1,NA,,,X,X,
DR16_2024-08-14_08:35:00,DR,DR16,2024-08-14,08:35,Photo,N,X,Full,Wrong time 01-05-22 16:15,01050112.jpg,Prowfish,1,50,364,,190,,
DR16_2024-08-14_12:33:00,DR,DR16,2024-08-14,12:33,Photo,N,Y,Full,Wrong time 01-05-22 20:13,01050001.jpg,Sandlance,3,75,424,,,623,
DR2_2024-07-19_19:26:00,DR,DR2,2024-07-19,19:26,Photo,N,N,Full,,07190022.jpg,Gadid,1,50,323,,,323,
DR2_2024-07-19_19:26:00,DR,DR2,2024-07-19,19:26,Photo,N,N,Full,,07190022.jpg,Herring0,3,50,323,,,245,Proofed—UnknownFish to Herring0
DR2_2024-07-20_14:16:00,DR,DR2,2024-07-20,14:16,Photo,N,N,Full,,07200982.jpg,Gadid,5,100,,881,131,,Proofed—BillHeight and Headbill switched
DR2_2024-07-21_18:29:00,DR,DR2,2024-07-21,18:29,Photo,N,N,Full,,07210065.jpg,Gadid,4,100,227,,,298,
DR2_2024-07-22_08:41:00,DR,DR2,2024-07-22,08:41,Photo,N,N,Full,,07220403.jpg,Gadid,4,75,,753,153,,
DR2_2024-07-23_08:52:00,DR,DR2,2024-07-23,08:52,Photo,N,N,Full,,07230011.jpg,Gadid,5,75,,738,142,,Proofed—3 UnknownFish added to Gadid count
DR2_2024-07-23_13:41:00,DR,DR2,2024-07-23,13:41,Video,N,Y,Full,,07230988.jpg,Gadid,6,100,372,,,378,
DR2_2024-07-23_19:56:00,DR,DR2,2024-07-23,19:56,Photo,N,N,Full,,07230053.jpg,Gadid,4,100,290,,,385,
DR2_2024-07-24_05:15:00,DR,DR2,2024-07-24,05:15,Photo,N,N,Full,,07240154.jpg,UnknownFish,1,NA,152,,,141,
DR2_2024-07-24_05:15:00,DR,DR2,2024-07-24,05:15,Photo,N,N,Full,,07240154.jpg,Gadid,3,50,152,,38,,Proofed—UnknownFish to Gadid
DR2_2024-07-24_05:50:00,DR,DR2,2024-07-24,05:50,Photo,N,N,Full,,07240172.jpg,Herring0,4,75,153,,,97,Proofed—2 UnknownFish added to Herring0 count
DR2_2024-07-24_05:50:00,DR,DR2,2024-07-24,05:50,Photo,N,N,Full,,07240172.jpg,Gadid,2,50,153,,40,130,Proofed—UnknownFish to Gadid
DR2_2024-07-24_09:55:00,DR,DR2,2024-07-24,09:55,Photo,N,Y,Full,,07240997.jpg,Gadid,4,100,,670,,460,
DR2_2024-07-24_19:28:00,DR,DR2,2024-07-24,19:28,Photo,N,N,Full,,07240073.jpg,Herring0,6,50,249,,87,,
DR2_2024-07-25_04:58:00,DR,DR2,2024-07-25,04:58,Photo,N,N,Full,,07250106.jpg,Sandlance,3,100,130,,,202,
DR2_2024-07-25_05:54:00,DR,DR2,2024-07-25,05:54,Photo,N,Y,Full,,07250115.jpg,Squid,1,75,,971,459,,Proofed—added measurement
DR2_2024-07-25_08:56:00,DR,DR2,2024-07-25,08:56,Video,N,N,Full,,07250423.mov,Herring0,9,75,,307.34,,60.24,
DR2_2024-07-27_06:26:00,DR,DR2,2024-07-27,06:26,Photo,N,N,Full,,07270031.jpg,Gadid,8,75,,557,100,,
DR2_2024-07-27_09:00:00,DR,DR2,2024-07-27,09:00,Photo,N,N,Full,,07270427.jpg,Capelin,1,100,,870,,457,
DR2_2024-07-27_09:00:00,DR,DR2,2024-07-27,09:00,Photo,N,N,Full,,07270427.jpg,Gadid,2,75,,870,124,,
DR2_2024-07-27_09:00:00,DR,DR2,2024-07-27,09:00,Photo,N,N,Full,,07270427.jpg,UnknownFish,2,NA,,870,,433,Proofed—added measurement
DR2_2024-07-28_05:23:00,DR,DR2,2024-07-28,05:23,Photo,N,N,Full,,07280494.jpg,UnknownFish,2,NA,144,,,175,
DR2_2024-07-30_13:07:00,DR,DR2,2024-07-30,13:07,Photo,N,X,Full,,07300019.jpg,Gadid,1,100,270,828,,502,
DR2_2024-07-30_13:07:00,DR,DR2,2024-07-30,13:07,Photo,N,X,Full,,07300019.jpg,Herring0,9,100,270,828,,296,
DR2_2024-07-30_15:39:00,DR,DR2,2024-07-30,15:39,Photo,N,N,Full,,07300046.jpg,Gadid,5,100,,771,,471,
DR2_2024-07-30_19:02:00,DR,DR2,2024-07-30,19:02,Photo,N,N,Full,One large gadid and three small gadids (measure separately),07300070.jpg,Gadid,3,100,309,,,362,
DR2_2024-07-30_19:02:00,DR,DR2,2024-07-30,19:02,Photo,N,N,Full,One large gadid and three small gadids (measure separately),07300070.jpg,Gadid,1,100,309,,,540,
DR2_2024-07-31_05:47:00,DR,DR2,2024-07-31,05:47,Photo,N,X,Partial,,07310142.jpg,Gadid,4,50,X,X,,,Proofed—UnknownFish to Gadid
DR2_2024-07-31_07:12:00,DR,DR2,2024-07-31,07:12,Photo,N,X,Full,,07310358.jpg,Gadid,2,100,,947,,526,
DR2_2024-07-31_07:12:00,DR,DR2,2024-07-31,07:12,Photo,N,X,Full,,07310358.jpg,Gadid,1,100,,947,,400,Proofed—added measurement
DR2_2024-07-31_07:12:00,DR,DR2,2024-07-31,07:12,Photo,N,X,Full,,07310358.jpg,UnknownFish,3,NA,,947,,301,Proofed—added measurement
DR2_2024-07-31_17:03:00,DR,DR2,2024-07-31,17:03,Photo,N,N,Full,,07310487.jpg,Herring0,3,75,,774,,188,
DR2_2024-07-31_17:03:00,DR,DR2,2024-07-31,17:03,Photo,N,N,Full,,07310487.jpg,Sandlance,2,75,,774,,265,
DR2_2024-07-31_17:34:00,DR,DR2,2024-07-31,17:34,Photo,N,X,Full,,07310514.jpg,Gadid,2,100,,796,,318,
DR2_2024-07-31_17:34:00,DR,DR2,2024-07-31,17:34,Photo,N,X,Full,,07310514.jpg,Herring0,4,75,,796,90,,Proofed—1 UnknownFish added to Herring0 count
DR2_2024-07-31_18:24:00,DR,DR2,2024-07-31,18:24,Photo,N,N,Full,,07310526.jpg,Gadid,3,100,,934,,431,
DR2_2024-07-31_18:24:00,DR,DR2,2024-07-31,18:24,Photo,N,N,Full,,07310526.jpg,UnknownFish,2,NA,,934,,243,Proofed—added measurement
DR2_2024-07-31_19:47:00,DR,DR2,2024-07-31,19:47,Photo,N,X,Full,,07310559.jpg,Gadid,5,50,,942,,389,Proofed—2 UnknownFish added to Gadid count
DR2_2024-08-02_08:46:00,DR,DR2,2024-08-02,08:46,Photo,N,N,Full,,08020008.jpp,Gadid,6,100,356,,,476,
DR2_2024-08-02_09:47:00,DR,DR2,2024-08-02,09:47,Photo,N,N,Full,,08020017.jpg,Gadid,5,100,,989,144,524,Proofed—added measurement
DR2_2024-08-02_15:55:00,DR,DR2,2024-08-02,15:55,Photo,N,X,Full,,08020112.jpg,Herring0,7,100,,885,,279,Proofed—3 UnknownFish added to Herring0 count
DR2_2024-08-02_17:17:00,DR,DR2,2024-08-02,17:17,Photo,N,N,Full,,08020118.jpg,Herring0,6,100,302,,98,,Proofed—3 UnknownFish added to Herring0 count
DR2_2024-08-02_17:51:00,DR,DR2,2024-08-02,17:51,Photo,N,N,Full,,08020167.jpg,Herring0,8,100,,779,,373,
DR2_2024-08-03_05:49:00,DR,DR2,2024-08-03,05:49,Photo,N,X,Full,,08030259.jpg,Herring0,6,50,,384,,69,Proofed—1 UnknownFish added to Herring0 count
DR2_2024-08-03_06:29:00,DR,DR2,2024-08-03,06:29,Photo,N,Y,Full,,08030271.jpg,Gadid,2,100,268,701,,508,
DR2_2024-08-03_06:41:00,DR,DR2,2024-08-03,06:41,Photo,N,N,Full,,08030301.jpg,Herring0,2,100,,682,,228,
DR2_2024-08-03_06:41:00,DR,DR2,2024-08-03,06:41,Photo,N,N,Full,,08030301.jpg,Sandlance,1,75,,682,,518,
DR2_2024-08-03_06:41:00,DR,DR2,2024-08-03,06:41,Photo,N,N,Full,,08030301.jpg,UnknownFish,1,NA,,682,,385,
DR2_2024-08-03_06:41:00,DR,DR2,2024-08-03,06:41,Photo,N,N,Full,,08030301.jpg,Unknown,1,NA,,,X,X,
DR2_2024-08-03_06:59:00,DR,DR2,2024-08-03,06:59,Photo,N,Y,Full,,08030388.jpg,Capelin,3,100,,655,,433,
DR2_2024-08-03_06:59:00,DR,DR2,2024-08-03,06:59,Photo,N,Y,Full,,08030388.jpg,Capelin,1,100,,655,,316,
