"BL_ID","Prey","Count","Confidence","BirdMethod","PreyMethod","n_measured","TotalMass","AvMass","AvLength"
"DR2_2024-07-23_13:41:00","Gadid",6,100,"Bill height","Tail",1,2.88315426143891,0.480525710239819,45.0886837464993
"DR2_2024-07-23_19:56:00","Gadid",4,100,"Bill height","Tail",1,4.88668148673924,1.22167037168481,58.9089699523229
"DR2_2024-07-24_05:15:00","Gadid",3,50,"Bill height","Head",1,0.850667082341781,0.283555694113927,38.7640449438202
"DR2_2024-07-24_05:15:00","UnknownFish",1,NA,"Bill height","Tail",1,NA,NA,NA
"DR2_2024-07-24_05:50:00","Gadid",2,50,"Bill height","Head",1,0.662939680123505,0.331469840061753,40.5375633399427
"DR2_2024-07-24_05:50:00","Herring0",4,75,"Bill height","Tail",1,0.399193120754918,0.0997982801887295,28.2956649671512
"DR2_2024-07-24_09:55:00","Gadid",4,100,"Headbill","Tail",1,16.7809139796324,4.19522849490809,83.889235494553
"DR2_2024-07-24_19:28:00","Herring0",6,50,"Bill height","Head",1,4.63236032880578,0.772060054800963,53.1022769492065
"DR2_2024-07-25_04:58:00","Sandlance",3,100,"Bill height","Tail",1,1.78775132866206,0.595917109554019,61.6180371352785
"DR2_2024-07-25_05:54:00","Squid",1,75,"Headbill","Head",1,2.04462128127599,2.04462128127599,83.4708402405828
"DR2_2024-07-25_08:56:00","Herring0",9,75,"Headbill","Tail",1,0.532302292369769,0.0591446991521966,24.0885127831004
"DR2_2024-07-27_06:26:00","Gadid",8,75,"Headbill","Head",1,24.4990835647001,3.06238544558751,76.654630544853
"DR2_2024-07-27_09:00:00","Capelin",1,100,"Headbill","Tail",1,0.8153572437178,0.8153572437178,62.2999985650121
"DR2_2024-07-27_09:00:00","Gadid",2,75,"Headbill","Head",1,2.73680571740868,1.36840285870434,60.8549657755392
"DR2_2024-07-27_09:00:00","UnknownFish",2,NA,"Headbill","Tail",1,NA,NA,NA
"DR2_2024-07-28_05:23:00","UnknownFish",2,NA,"Bill height","Tail",1,NA,NA,NA
"DR2_2024-07-30_13:07:00","Gadid",1,100,"Bill height","Tail",1,3.95787017023014,3.95787017023014,82.5008931761343
"DR2_2024-07-30_13:07:00","Herring0",9,100,"Bill height","Tail",1,5.32562285666523,0.591735872962803,48.9291361218916
"DR2_2024-07-30_15:39:00","Gadid",5,100,"Headbill","Tail",1,13.9548457225129,2.79096914450259,74.6431118395536
"DR2_2024-07-30_19:02:00","Gadid",4,100,"Bill height","Tail",2,5.5571141461532,1.3892785365383,58.37417663035
"DR2_2024-07-31_05:47:00","Gadid",4,50,NA,NA,0,NA,NA,NA
"DR2_2024-07-31_07:12:00","Gadid",3,100,"Headbill","Tail",2,4.77437477382782,1.59145825794261,62.4480080946091
"DR2_2024-07-31_07:12:00","UnknownFish",3,NA,"Headbill","Tail",1,NA,NA,NA
"DR2_2024-07-31_17:03:00","Herring0",3,75,"Headbill","Tail",1,0.356268866315709,0.118756288771903,29.8511454081718
"DR2_2024-07-31_17:03:00","Sandlance",2,75,"Headbill","Tail",1,0.214738875292733,0.107369437646367,37.3860227508984
"DR2_2024-07-31_17:34:00","Gadid",2,100,"Headbill","Tail",1,1.26778581055013,0.633892905275063,48.813197821907
"DR2_2024-07-31_17:34:00","Herring0",4,75,"Headbill","Head",1,2.12291069714299,0.530727674285749,47.3180882385496
"DR2_2024-07-31_18:24:00","Gadid",3,100,"Headbill","Tail",1,3.14534420233588,1.04844806744529,56.3837038771112
"DR2_2024-07-31_18:24:00","UnknownFish",2,NA,"Headbill","Tail",1,NA,NA,NA
"DR2_2024-07-31_19:47:00","Gadid",5,50,"Headbill","Tail",1,3.55785554423137,0.711571108846275,50.4570558639004
"DR2_2024-08-02_08:46:00","Gadid",6,100,"Bill height","Tail",1,7.51456993319811,1.25242832219969,59.3301781133711
"DR2_2024-08-02_09:47:00","Gadid",5,100,"Headbill","Head",1,7.37079830478318,1.47415966095664,62.1669828790857
"DR2_2024-08-02_15:55:00","Herring0",7,100,"Headbill","Tail",1,1.93998244541245,0.277140349344635,38.7440524480891
"DR2_2024-08-02_17:17:00","Herring0",6,100,"Bill height","Head",1,3.64313128699845,0.607188547833075,49.3187851912361
"DR2_2024-08-02_17:51:00","Herring0",8,100,"Headbill","Tail",1,8.62380012261359,1.0779750153267,58.8458019120942
"DR2_2024-08-03_05:49:00","Herring0",6,50,"Headbill","Tail",1,0.267538350608297,0.0445897251013829,22.0831985769728
"DR2_2024-08-03_06:29:00","Gadid",2,100,"Bill height","Tail",1,8.46776951530285,4.23388475765142,84.1099966405913
"DR2_2024-08-03_06:41:00","Herring0",2,100,"Headbill","Tail",1,0.670765566226152,0.335382783113076,41.0860682946816
"DR2_2024-08-03_06:41:00","Sandlance",1,75,"Headbill","Tail",1,1.6511993039231,1.6511993039231,82.9372703677487
"DR2_2024-08-03_06:41:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR2_2024-08-03_06:41:00","UnknownFish",1,NA,"Headbill","Tail",1,NA,NA,NA
"DR2_2024-08-03_06:59:00","Capelin",4,100,"Headbill","Tail",2,6.41134258535848,1.60283564633962,73.107565924274
"DR2_2024-08-03_06:59:00","UnknownFish",2,NA,NA,NA,0,NA,NA,NA
"DR2_2024-08-03_07:46:00","Capelin",1,100,"Headbill","Tail",1,6.29860770776636,6.29860770776636,107.153011977863
"DR2_2024-08-03_07:46:00","Herring0",6,100,"Headbill","Tail",2,3.10063752154381,0.516772920257302,46.0635045141551
"DR2_2024-08-04_18:14:00","Gadid",3,50,"Headbill","Tail",1,5.71565212187476,1.90521737395825,66.9082335516
"DR2_2024-08-04_18:14:00","UnknownFish",1,NA,"Headbill","Tail",1,NA,NA,NA
"DR2_2024-08-04_20:42:00","Gadid",5,100,"Headbill","Tail",1,5.17129438849906,1.03425887769981,56.1639954103312
"DR2_2024-08-04_20:42:00","Herring0",1,50,"Headbill","Head",1,1.08605306242402,1.08605306242402,58.9811357959272
"DR2_2024-08-04_21:48:00","Herring0",7,100,"Bill height","Head",2,5.66802500358022,0.809717857654318,51.6693842308257
"DR2_2024-08-05_05:33:00","Herring0",2,75,"Headbill","Tail",1,0.87981135522025,0.439905677610125,44.6628593064715
"DR2_2024-08-05_05:33:00","UnknownFish",3,NA,"Headbill","Head",1,NA,NA,NA
"DR2_2024-08-05_05:59:00","Gadid",6,50,"Headbill","Tail",1,14.9700651299,2.49501085498334,72.2837322988638
"DR2_2024-08-05_06:47:00","Gadid",5,100,"Headbill","Tail",1,9.01598589220455,1.80319717844091,65.8614139450773
"DR2_2024-08-05_18:17:00","Herring0",5,100,"Bill height","Tail",1,0.590109618103406,0.118021923620681,29.7942253985668
"DR2_2024-08-05_18:17:00","UnknownFish",2,NA,NA,NA,0,NA,NA,NA
"DR2_2024-08-09_18:33:00","Gadid",7,75,"Headbill","Tail",1,6.73810346551679,0.962586209359542,55.0200702724565
"DR2_2024-08-10_06:07:00","Gadid",5,75,"Bill height","Head",1,8.07950592498057,1.61590118499611,63.8239881686555
"DR2_2024-08-10_07:49:00","Gadid",5,50,"Headbill","Tail",1,2.357761101091,0.471552220218199,44.8457982952566
"DR2_2024-08-10_07:49:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR2_2024-08-10_09:55:00","Herring0",6,75,NA,NA,0,NA,NA,NA
"DR2_2024-08-10_14:25:00","Herring0",8,100,"Headbill","Tail",1,8.56546301020153,1.07068287627519,58.7230302821624
"DR2_2024-08-10_15:53:00","Gadid",5,75,"Headbill","Tail",2,7.32711657722951,1.4654233154459,56.9821002467921
"DR2_2024-08-10_16:08:00","Gadid",4,100,"Headbill","Tail",1,6.75128466523834,1.68782116630959,64.6253254903004
"DR2_2024-08-10_16:08:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR2_2024-08-10_19:12:00","Herring0",6,100,"Headbill","Tail",1,17.7186055061141,2.95310091768568,80.2385464554488
"DR2_2024-08-10_20:06:00","Herring0",4,100,"Bill height","Tail",1,2.01781535970548,0.50445383992637,46.5846118829358
"DR2_2024-08-11_07:29:00","Herring0",5,50,"Headbill","Head",1,5.31723157219152,1.0634463144383,58.6006207362878
"DR2_2024-08-11_08:21:00","Herring0",5,100,"Bill height","Tail",1,3.07302711531699,0.614605423063397,49.5033712047902
"DR2_2024-08-11_08:21:00","Sandlance",1,100,"Bill height","Tail",1,0.620904807066507,0.620904807066507,62.3603843210821
"DR2_2024-08-11_11:42:00","Gadid",6,100,"Headbill","Tail",1,2.27583665383568,0.379306108972614,42.1340247916842
"DR2_2024-08-13_07:52:00","Gadid",2,75,"Bill height","Head",1,29.1534980573618,14.5767490286809,119.865267470967
"DR2_2024-08-13_11:55:00","Herring0",6,100,NA,NA,0,NA,NA,NA
"DR2_2024-08-13_13:11:00","Herring0",6,100,"Headbill","Tail",2,1.75341842890238,0.292236404817064,38.7682277576982
"DR2_2024-08-13_13:24:00","Herring0",8,100,"Headbill","Tail",1,5.30431280130425,0.663039100163031,50.6723454772215
"DR2_2024-08-13_13:50:00","Herring0",8,100,"Headbill","Tail",1,1.8590323969114,0.232379049613925,36.6999712715939
"DR2_2024-08-13_14:20:00","Herring0",7,100,"Headbill","Tail",1,3.61271546226728,0.516102208895326,46.9129810727728
"DR2_2024-08-13_14:37:00","Herring0",7,100,"Headbill","Tail",1,1.67242689043262,0.23891812720466,37.0146862224469
"DR2_2024-08-13_15:18:00","Herring0",7,100,"Headbill","Tail",1,1.333020185772,0.190431455110285,34.5193949583671
"DR2_2024-08-13_15:18:00","Sandlance",1,100,"Headbill","Tail",1,0.312950691099689,0.312950691099689,51.0692843729675
"DR2_2024-08-14_06:50:00","Capelin",2,75,"Headbill","Tail",1,1.02873421106483,0.514367105532416,55.1337854708641
"DR2_2024-08-14_06:50:00","Gadid",4,50,"Headbill","Head",1,13.29188462476,3.32297115619001,78.4694807166717
"DR6_2024-07-14_21:59:00","UnknownFish",2,NA,NA,NA,0,NA,NA,NA
"DR6_2024-07-15_19:38:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR6_2024-07-16_05:55:00","UnknownFish",5,NA,"Bill height","Tail",1,NA,NA,NA
"DR6_2024-07-16_14:38:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR6_2024-07-16_17:59:00","Sandlance",1,50,NA,NA,0,NA,NA,NA
"DR6_2024-07-16_20:08:00","Gadid",2,75,"Bill height","Tail",1,2.25530355185739,1.12765177592869,57.5726327667022
"DR6_2024-07-16_21:16:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR6_2024-07-17_09:43:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR6_2024-07-19_08:00:00","Greenling",1,50,"Bill height","Head",1,1.49958240546572,1.49958240546572,58.0808080808081
"DR6_2024-07-19_08:00:00","Sandlance",2,100,"Bill height","Tail",1,0.382837195448963,0.191418597724482,44.2504069853485
"DR6_2024-07-19_08:00:00","UnknownFish",2,NA,"Bill height","Tail",1,NA,NA,NA
"DR6_2024-07-19_11:34:00","Gadid",2,50,"Bill height","Tail",1,1.44306698367674,0.72153349183837,50.6584673209719
"DR6_2024-07-21_05:36:00","Greenling",1,75,"Headbill","Tail",1,1.34876715692211,1.34876715692211,56.292882777693
"DR6_2024-07-21_05:36:00","Unknown",4,NA,NA,NA,0,NA,NA,NA
"DR6_2024-07-21_07:14:00","Gadid",6,100,"Headbill","Tail",1,9.56486908925047,1.59414484820841,63.5765728813708
"DR6_2024-07-21_12:43:00","Gadid",6,100,"Headbill","Tail",1,9.21671150653618,1.5361185844227,62.9046952662767
"DR6_2024-07-22_07:04:00","UnknownFish",1,NA,NA,NA,0,NA,NA,NA
"DR6_2024-07-22_16:15:00","Gadid",5,75,"Headbill","Head",1,12.2313284196903,2.44626568393805,71.8762351081249
"DR6_2024-07-22_18:50:00","Gadid",1,75,"Headbill","Tail",1,0.40665420210361,0.40665420210361,42.9829672191493
"DR6_2024-07-22_18:50:00","Greenling",2,100,"Headbill","Head",1,13.7121150189678,6.85605750948389,90.9397232369181
"DR6_2024-07-22_21:17:00","Gadid",4,75,"Bill height","Tail",1,2.11173468112399,0.527933670280997,46.3208026715284
"DR6_2024-07-23_09:55:00","UnknownFish",2,NA,NA,NA,0,NA,NA,NA
"DR6_2024-07-23_18:18:00","Herring0",6,50,"Headbill","Tail",1,1.15335385420475,0.192225642367458,34.6191414655669
"DR6_2024-07-27_10:37:00","Herring0",7,50,"Headbill","Tail",1,1.19663805219547,0.170948293170781,33.3918461916033
"DR6_2024-07-27_11:35:00","Capelin",2,100,"Headbill","Head",1,14.2854888475784,7.14274442378921,110.787966972726
"DR6_2024-07-27_13:37:00","Capelin",1,50,"Headbill","Head",1,5.11003239350007,5.11003239350007,101.371052794838
"DR6_2024-07-27_13:37:00","UnknownFish",1,NA,"Headbill","Tail",1,NA,NA,NA
"DR6_2024-07-28_16:41:00","Sandlance",1,50,"Bill height","Tail",1,0.0956593347222683,0.0956593347222683,36.14825240441
"DR6_2024-07-28_16:41:00","Unknown",2,NA,NA,NA,0,NA,NA,NA
"DR6_2024-07-28_17:14:00","Herring0",8,100,"Headbill","Head",1,3.69309300535778,0.461636625669722,45.3304272604414
"DR6_2024-07-28_17:33:00","Gadid",2,75,"Headbill","Head",1,0.953794514653127,0.476897257326564,44.9908653959243
"DR6_2024-07-28_17:33:00","Greenling",3,75,"Headbill","Tail",1,1.5692955440133,0.5230985146711,42.5706494405995
"DR6_2024-07-28_18:05:00","Herring0",8,50,"Headbill","Tail",1,2.10961851866705,0.263702314833381,38.156036346346
"DR6_2024-07-28_19:25:00","Greenling",3,50,"Headbill","Tail",1,3.49188295369705,1.16396098456568,53.8982740956612
"DR6_2024-07-28_19:25:00","Herring0",4,75,"Headbill","Tail",1,1.62259672667429,0.405649181668574,43.5625201156458
"DR6_2024-07-28_21:23:00","Herring0",7,50,"Headbill","Tail",1,5.92320256790944,0.846171795415634,54.6212447894207
"DR6_2024-07-31_07:04:00","UnknownFish",3,NA,NA,NA,0,NA,NA,NA
"DR6_2024-07-31_13:34:00","Greenling",1,50,"Headbill","Tail",1,0.896614217856638,0.896614217856638,49.9049188426491
"DR6_2024-07-31_13:34:00","Herring0",4,50,"Headbill","Tail",1,0.956069694078966,0.239017423519742,37.0194189583659
"DR6_2024-07-31_13:59:00","Herring0",7,50,"Headbill","Tail",1,2.17918701134898,0.311312430192712,40.1552644702295
"DR6_2024-07-31_14:53:00","Herring0",9,75,"Headbill","Tail",1,1.81753945101428,0.201948827890476,35.1487710219922
"DR6_2024-08-01_11:21:00","UnknownFish",4,NA,"Headbill","Head",1,NA,NA,NA
"DR6_2024-08-01_14:47:00","Herring0",7,100,"Bill height","Tail",1,1.61483282323981,0.230690403319973,36.6177054130521
"DR6_2024-08-01_16:20:00","Herring0",8,100,"Headbill","Tail",1,1.98665181929102,0.248331477411377,37.4574294999411
"DR6_2024-08-01_18:04:00","Herring0",6,100,"Headbill","Head",1,3.52468841160353,0.587448068600588,48.8197697808643
"DR6_2024-08-01_21:30:00","Herring0",5,100,"Headbill","Tail",1,1.0625919554542,0.212518391090841,35.7048426687306
"DR6_2024-08-02_11:17:00","UnknownFish",3,NA,NA,NA,0,NA,NA,NA
"DR6_2024-08-03_06:20:00","UnknownFish",1,NA,NA,NA,0,NA,NA,NA
"DR6_2024-08-03_07:46:00","Gadid",4,100,"Headbill","Head",1,26.8419937504582,6.71049843761455,95.9751319496163
"DR6_2024-08-03_07:46:00","UnknownFish",1,NA,NA,NA,0,NA,NA,NA
"DR6_2024-08-03_09:21:00","Herring0",6,50,"Headbill","Tail",1,1.63253308818078,0.272088848030129,38.5253758651466
"DR6_2024-08-03_17:27:00","Herring0",7,50,"Headbill","Tail",1,1.87020594856468,0.267172278366383,38.3098244670376
"DR6_2024-08-03_17:45:00","Gadid",1,50,"Headbill","Tail",1,0.261345377239817,0.261345377239817,37.868584692895
"DR6_2024-08-03_17:45:00","Herring0",1,50,NA,NA,0,NA,NA,NA
"DR6_2024-08-04_06:32:00","Gadid",3,50,"Headbill","Head",1,10.1850261198852,3.39500870662841,78.9531821186321
"DR6_2024-08-04_06:32:00","Herring0",1,75,"Headbill","Head",1,0.724599972705254,0.724599972705254,52.0757301685305
"DR6_2024-08-04_06:47:00","Gadid",5,100,"Headbill","Tail",2,9.33715316916403,1.86743063383281,62.9531450575965
"DR6_2024-08-05_16:59:00","Capelin",1,100,"Headbill","Tail",1,2.11158064171966,2.11158064171966,80.1873763989703
"DR6_2024-08-05_16:59:00","Greenling",1,100,"Headbill","Tail",1,3.2806924951547,3.2806924951547,73.1688477920244
"DR6_2024-08-05_17:35:00","Greenling",3,50,NA,NA,0,NA,NA,NA
"DR6_2024-08-05_19:50:00","Greenling",1,50,"Headbill","Tail",1,0.102721012788033,0.102721012788033,26.3377132488401
"DR6_2024-08-05_19:50:00","UnknownFish",1,NA,"Headbill","Head",1,NA,NA,NA
"DR6_2024-08-05_21:14:00","Herring0",7,50,"Headbill","Head",1,9.16683557795209,1.30954793970744,62.4768888886202
"DR6_2024-08-06_14:26:00","Gadid",8,100,"Headbill","Head",1,79.2966790859317,9.91208488574147,107.324860318045
"DR6_2024-08-07_09:57:00","UnknownFish",1,NA,NA,NA,0,NA,NA,NA
"DR6_2024-08-07_12:17:00","Gadid",4,100,"Bill height","Head",1,33.4924576013781,8.37311440034453,102.259525651841
"DR6_2024-08-07_14:11:00","Gadid",4,100,"Headbill","Tail",2,38.9451354433237,9.73628386083093,104.025082110386
"DR6_2024-08-09_06:23:00","Greenling",2,50,"Headbill","Tail",1,1.62931386263247,0.814656931316235,48.5135284655256
"DR6_2024-08-09_07:05:00","Herring0",5,100,"Headbill","Tail",1,2.78581387726286,0.557162775452571,48.0311168096461
"DR6_2024-08-09_08:17:00","Gadid",4,50,"Headbill","Tail",2,5.65527944773226,1.41381986193307,60.5182044439851
"DR6_2024-08-09_12:48:00","Herring0",7,50,"Bill height","Tail",1,1.57532863863875,0.225046948376964,36.3397106471866
"DR6_2024-08-10_13:10:00","Gadid",3,100,"Headbill","Tail",1,2.2002692969723,0.733423098990767,50.896261416191
"DR6_2024-08-10_13:10:00","Squid",1,100,"Headbill","Head",1,4.1195290652779,4.1195290652779,120.453650298639
"DR6_2024-08-10_20:21:00","Herring0",8,50,"Headbill","Tail",1,4.14897509874034,0.518621887342542,46.983334705389
"DR6_2024-08-11_14:32:00","UnknownFish",1,NA,NA,NA,0,NA,NA,NA
"DR6_2024-08-13_11:55:00","UnknownFish",1,NA,NA,NA,0,NA,NA,NA
"DR8_2024-07-15_21:27:00","Gadid",3,100,"Bill height","Tail",1,4.91974173020713,1.63991391006904,64.0943193997856
"DR8_2024-07-16_08:07:00","UnknownFish",2,NA,"Bill height","Tail",1,NA,NA,NA
"DR8_2024-07-16_11:54:00","Gadid",2,100,"Bill height","Head",1,1.51269905538379,0.756349527691896,51.3471380669451
"DR8_2024-07-16_19:57:00","UnknownFish",1,NA,NA,NA,0,NA,NA,NA
"DR8_2024-07-17_08:29:00","Gadid",3,100,"Bill height","Tail",1,3.46538971655685,1.15512990551895,57.9711648169277
"DR8_2024-07-17_11:32:00","Gadid",3,100,"Bill height","Head",1,3.22340106205673,1.07446702068558,56.7811362557367
"DR8_2024-07-18_05:50:00","Sandlance",1,100,"Bill height","Tail",1,0.234670890071269,0.234670890071269,46.958234073236
"DR8_2024-07-18_05:50:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR8_2024-07-18_21:40:00","Gadid",5,50,"Bill height","Tail",1,8.83192581827165,1.76638516365433,65.4733167742542
"DR8_2024-07-19_10:40:00","Gadid",5,100,"Bill height","Tail",1,3.50316175839414,0.700632351678828,50.2335739853182
"DR8_2024-07-19_19:23:00","Greenling",1,75,"Bill height","Tail",1,0.69292683461211,0.69292683461211,46.2518515740723
"DR8_2024-07-19_19:23:00","Squid",1,75,NA,NA,0,NA,NA,NA
"DR8_2024-07-19_19:23:00","UnknownFish",3,NA,"Bill height","Tail",1,NA,NA,NA
"DR8_2024-07-21_05:32:00","Gadid",1,100,"Bill height","Tail",1,3.99634309173911,3.99634309173911,82.7298884793221
"DR8_2024-07-21_05:32:00","Prowfish",1,100,"Bill height","Tail",1,7.61297254822668,7.61297254822668,94.7909111755289
"DR8_2024-07-21_10:22:00","Sandlance",4,100,"Bill height","Tail",1,1.37992905588125,0.344982263970313,52.5409853546183
"DR8_2024-07-21_13:29:00","Gadid",5,100,"Headbill","Tail",1,22.7562088734673,4.55124177469345,85.8701329860409
"DR8_2024-07-21_14:21:00","Gadid",2,100,"Bill height","Tail",1,2.40662472886095,1.20331236443047,58.6539527663821
"DR8_2024-07-22_10:01:00","Gadid",3,75,"Bill height","Tail",1,3.42734376806641,1.1424479226888,57.7880804606296
"DR8_2024-07-22_10:01:00","Herring1",1,75,"Bill height","Tail",1,5.39166139137136,5.39166139137136,96.5667153023851
"DR8_2024-07-23_09:48:00","Gadid",4,50,"Bill height","Head",1,6.61535746955903,1.65383936738976,64.2497982494258
"DR8_2024-07-23_12:11:00","Squid",1,75,NA,NA,0,NA,NA,NA
"DR8_2024-07-23_12:11:00","UnknownFish",3,NA,"Bill height","Head",1,NA,NA,NA
"DR8_2024-07-23_13:53:00","Gadid",5,100,"Headbill","Tail",1,10.1721453462185,2.0344290692437,68.1781458005895
"DR8_2024-07-23_19:51:00","Capelin",1,75,"Bill height","Tail",1,2.14089851251432,2.14089851251432,80.4811996939446
"DR8_2024-07-24_19:27:00","Herring0",5,50,"Bill height","Tail",1,0.762991667239109,0.152598333447822,32.2453126208786
"DR8_2024-07-24_21:04:00","Gadid",5,100,"Bill height","Tail",2,2.79576626156713,0.559153252313425,46.5974675507462
"DR8_2024-07-25_15:15:00","Gadid",4,50,"Bill height","Head",1,4.21773294887229,1.05443323721807,56.4757435959143
"DR8_2024-07-26_09:31:00","Capelin",1,100,"Bill height","Tail",1,4.00831669929884,4.00831669929884,95.0473583502887
"DR8_2024-07-26_21:57:00","Capelin",1,100,"Bill height","Tail",1,1.69433214601825,1.69433214601825,75.6389505632286
"DR8_2024-07-26_21:57:00","UnknownFish",1,NA,"Bill height","Tail",1,NA,NA,NA
"DR8_2024-07-27_06:46:00","Capelin",1,100,"Bill height","Tail",1,2.97851925389482,2.97851925389482,87.8481713765035
"DR8_2024-07-27_06:46:00","UnknownFish",3,NA,"Bill height","Tail",1,NA,NA,NA
"DR8_2024-07-27_07:45:00","Capelin",2,100,"Bill height","Tail",2,18.3589486190669,9.17947430953344,105.33883207788
"DR8_2024-07-27_13:01:00","Capelin",2,100,"Bill height","Tail",1,7.17261934119346,3.58630967059673,92.2836158231651
"DR8_2024-07-27_13:59:00","Capelin",2,100,NA,NA,0,NA,NA,NA
"DR8_2024-07-27_20:15:00","Gadid",4,100,"Bill height","Tail",3,5.36221669056456,1.34055417264114,58.0657378928039
"DR8_2024-07-28_22:10:00","Sandlance",4,75,"Bill height","Tail",1,1.52016012926777,0.380040032316943,54.0446376412781
"DR8_2024-07-30_15:06:00","Gadid",4,100,"Bill height","Tail",1,4.04634895063543,1.01158723765886,55.8084361652036
"DR8_2024-07-30_21:32:00","Gadid",1,100,"Bill height","Tail",1,1.56736857195205,1.56736857195205,63.2687409390179
"DR8_2024-07-30_21:32:00","UnknownFish",3,NA,"Bill height","Tail",1,NA,NA,NA
"DR8_2024-07-31_10:12:00","Gadid",1,50,"Bill height","Tail",1,0.969522294433165,0.969522294433165,55.1333774129473
"DR8_2024-07-31_10:12:00","UnknownFish",1,NA,"Bill height","Tail",1,NA,NA,NA
"DR8_2024-07-31_11:12:00","Herring0",3,75,"Bill height","Tail",1,1.17454666000142,0.391515553333808,43.0897571894623
"DR8_2024-07-31_15:22:00","Gadid",2,75,"Bill height","Tail",1,5.12776503579761,2.5638825178988,72.8499094504195
"DR8_2024-07-31_15:22:00","Sandlance",1,50,"Bill height","Tail",1,0.674678384359288,0.674678384359288,63.8888888888889
"DR8_2024-07-31_15:22:00","Squid",1,50,"Bill height","Tail",1,4.00809707014218,4.00809707014218,118.736627357317
"DR8_2024-07-31_15:22:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR8_2024-07-31_16:48:00","Gadid",6,50,"Bill height","Tail",1,13.4638394287053,2.24397323811754,70.1203961060387
"DR8_2024-07-31_19:04:00","Gadid",6,75,"Bill height","Tail",1,9.89212748671715,1.64868791445286,64.1923911084235
"DR8_2024-07-31_19:04:00","Sandlance",1,50,"Bill height","Tail",1,0.574137707423748,0.574137707423748,60.952796657729
"DR8_2024-07-31_20:49:00","Gadid",6,100,"Bill height","Tail",1,11.683717857075,1.9472863095125,67.3282627561913
"DR8_2024-07-31_21:13:00","Gadid",4,100,"Bill height","Tail",1,2.37894444673526,0.594736111683815,47.9294791077093
"DR8_2024-08-01_05:51:00","Gadid",4,75,"Headbill","Tail",1,13.2916807503189,3.32292018757974,78.4691358478378
"DR8_2024-08-01_07:47:00","Gadid",1,100,"Bill height","Tail",1,6.90936517345323,6.90936517345323,96.7816273742167
"DR8_2024-08-01_07:47:00","UnknownFish",4,NA,"Bill height","Tail",1,NA,NA,NA
"DR8_2024-08-02_06:28:00","Capelin",1,100,"Bill height","Tail",1,1.47907684000764,1.47907684000764,72.9614665147301
"DR8_2024-08-02_06:28:00","Gadid",2,100,"Bill height","Tail",1,2.44373703404198,1.22186851702099,58.9117074936796
"DR8_2024-08-02_06:28:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR8_2024-08-02_11:06:00","Gadid",3,50,"Bill height","Tail",1,3.37348633083163,1.12449544361054,57.5264124942582
"DR8_2024-08-02_11:06:00","Sandlance",1,50,"Bill height","Head",1,1.9607485130603,1.9607485130603,87.1978021978022
"DR8_2024-08-02_11:06:00","Unknown",2,NA,NA,NA,0,NA,NA,NA
"DR8_2024-08-03_11:55:00","Capelin",1,100,"Bill height","Tail",1,1.77094628430842,1.77094628430842,76.531486106594
"DR8_2024-08-03_11:55:00","Gadid",2,50,"Bill height","Tail",1,6.69896603359526,3.34948301679763,78.6483586534865
"DR8_2024-08-03_11:55:00","Sandlance",2,75,"Bill height","Tail",1,0.338820282065203,0.169410141032601,42.7024049417127
"DR8_2024-08-03_11:55:00","Squid",1,50,"Bill height","Tail",1,2.75397758913047,2.75397758913047,97.5564531954483
"DR8_2024-08-03_14:00:00","UnknownFish",4,NA,"Bill height","Head",1,NA,NA,NA
"DR8_2024-08-04_17:53:00","Sandlance",2,75,"Bill height","Tail",1,0.749398686276968,0.374699343138484,53.8221015998724
"DR8_2024-08-04_17:53:00","UnknownFish",5,NA,"Bill height","Head",1,NA,NA,NA
"DR8_2024-08-05_06:40:00","Gadid",5,100,"Bill height","Tail",1,4.72660293629729,0.945320587259458,54.7354689072919
"DR8_2024-08-05_06:40:00","Sandlance",1,75,"Bill height","Tail",1,0.647139141254371,0.647139141254371,63.1173303721705
"DR8_2024-08-05_08:56:00","Gadid",3,75,"Bill height","Tail",1,5.3190713534863,1.77302378449543,65.5437293067354
"DR8_2024-08-05_08:56:00","Sandlance",2,50,"Bill height","Tail",1,0.339518993963491,0.169759496981745,42.7280598203682
"DR8_2024-08-05_10:35:00","Gadid",7,100,"Bill height","Tail",1,2.48463722149869,0.354948174499813,41.3403039626177
"DR8_2024-08-05_18:59:00","UnknownFish",1,NA,NA,NA,0,NA,NA,NA
"DR8_2024-08-05_20:40:00","Herring0",2,50,"Bill height","Tail",1,0.867804988459205,0.433902494229602,44.4744303003158
"DR8_2024-08-06_10:28:00","Gadid",2,50,"Bill height","Head",1,5.35313778892066,2.67656889446033,73.7533139755081
"DR8_2024-08-06_10:28:00","Sandlance",3,75,"Bill height","Tail",1,1.82681979970074,0.608939933233581,62.0076197856128
